symbol,sector,industry,exchange,market_cap_B
FOXA,Communication Services,Entertainment,NMS,24.96
TDY,Technology,Scientific & Technical Instruments,NYQ,24.95
FUTU,Financial Services,Capital Markets,NGM,24.84
HUBS,Technology,Software - Application,NYQ,24.75
EXE,Energy,Oil & Gas E&P,NMS,24.71
AFRM,Technology,Software - Infrastructure,NMS,24.55
PTC,Technology,Software - Application,NMS,24.53
CINF,Financial Services,Insurance - Property & Casualty,NMS,24.5
STZ,Consumer Defensive,Beverages - Brewers,NYQ,24.44
LDOS,Technology,Information Technology Services,NYQ,24.37
DOV,Industrials,Specialty Industrial Machinery,NYQ,24.34
TW,Financial Services,Capital Markets,NMS,24.24
FLEX,Technology,Electronic Components,NMS,24.04
GRAB,Technology,Software - Application,NMS,23.85
NTRS,Financial Services,Asset Management,NMS,23.83
MKL,Financial Services,Insurance - Property & Casualty,NYQ,23.77
TPR,Consumer Cyclical,Luxury Goods,NYQ,23.75
STE,Healthcare,Medical Devices,NYQ,23.71
PHM,Consumer Cyclical,Residential Construction,NYQ,23.49
HBAN,Financial Services,Banks - Regional,NMS,23.45
PPG,Basic Materials,Specialty Chemicals,NYQ,23.36
NTAP,Technology,Software - Infrastructure,NMS,23.28
LH,Healthcare,Diagnostics & Research,NYQ,23.23
ULTA,Consumer Cyclical,Specialty Retail,NMS,23.21
PINS,Communication Services,Internet Content & Information,NYQ,23.1
HUBB,Industrials,Electrical Equipment & Parts,NYQ,23.08
VG,Energy,Oil & Gas Midstream,NYQ,23.04
WSM,Consumer Cyclical,Specialty Retail,NYQ,23.03
TU,Communication Services,Telecom Services,NYQ,22.98
TER,Technology,Semiconductor Equipment & Materials,NMS,22.95
VRSN,Technology,Software - Infrastructure,NMS,22.9
ESLT,Industrials,Aerospace & Defense,NMS,22.8
TROW,Financial Services,Asset Management,NMS,22.75
JBL,Technology,Electronic Components,NYQ,22.7
EBR,Utilities,Utilities - Renewable,NYQ,22.66
STM,Technology,Semiconductors,NYQ,22.65
PODD,Healthcare,Medical Devices,NMS,22.59
IOT,Technology,Software - Infrastructure,NYQ,22.52
CFG,Financial Services,Banks - Regional,NYQ,22.51
SW,Consumer Cyclical,Packaging & Containers,NYQ,22.49
DG,Consumer Defensive,Discount Stores,NYQ,22.45
CMS,Utilities,Utilities - Regulated Electric,NYQ,22.38
TOST,Technology,Software - Infrastructure,NYQ,22.36
HAL,Energy,Oil & Gas Equipment & Services,NYQ,22.35
STLD,Basic Materials,Steel,NMS,22.34
EIX,Utilities,Utilities - Regulated Electric,NYQ,22.25
BCE,Communication Services,Telecom Services,NYQ,22.22
LI,Consumer Cyclical,Auto Manufacturers,NMS,22.19
PBA,Energy,Oil & Gas Midstream,NYQ,22.12
TYL,Technology,Software - Application,NYQ,22.01
BIIB,Healthcare,Drug Manufacturers - General,NMS,21.98
RF,Financial Services,Banks - Regional,NYQ,21.92
TEVA,Healthcare,Drug Manufacturers - Specialty & Generic,NYQ,21.75
BEKE,Real Estate,Real Estate Services,NYQ,21.74
AER,Industrials,Rental & Leasing Services,NYQ,21.74
RPRX,Healthcare,Biotechnology,NMS,21.73
CW,Industrials,Aerospace & Defense,NYQ,21.51
DRI,Consumer Cyclical,Restaurants,NYQ,21.5
WAT,Healthcare,Diagnostics & Research,NYQ,21.4
WST,Healthcare,Medical Instruments & Supplies,NYQ,21.4
TPG,Financial Services,Asset Management,NMS,21.35
TPL,Energy,Oil & Gas E&P,NYQ,21.34
SBAC,Real Estate,REIT - Specialty,NMS,21.33
SATS,Communication Services,Telecom Services,NMS,21.33
RCI,Communication Services,Telecom Services,NYQ,21.26
GPN,Industrials,Specialty Business Services,NYQ,21.19
GWRE,Technology,Software - Application,NYQ,21.18
CG,Financial Services,Asset Management,NMS,21.15
LULU,Consumer Cyclical,Apparel Retail,NMS,21.13
IONQ,Technology,Computer Hardware,NYQ,20.95
DVN,Energy,Oil & Gas E&P,NYQ,20.93
CHD,Consumer Defensive,Household & Personal Products,NYQ,20.92
TECK,Basic Materials,Other Industrial Metals & Mining,NYQ,20.77
L,Financial Services,Insurance - Property & Casualty,NYQ,20.75
ON,Technology,Semiconductors,NMS,20.74
CDW,Technology,Information Technology Services,NMS,20.73
SSNC,Technology,Software - Application,NMS,20.67
CHKP,Technology,Software - Infrastructure,NMS,20.61
NI,Utilities,Utilities - Regulated Gas,NYQ,20.54
NVR,Consumer Cyclical,Residential Construction,NYQ,20.47
ZBH,Healthcare,Medical Devices,NYQ,20.41
XPEV,Consumer Cyclical,Auto Manufacturers,NYQ,20.39
BAP,Financial Services,Banks - Regional,NYQ,20.38
VIV,Communication Services,Telecom Services,NYQ,20.34
RL,Consumer Cyclical,Apparel Manufacturing,NYQ,20.33
COHR,Technology,Scientific & Technical Instruments,NYQ,20.3
NMR,Financial Services,Capital Markets,NYQ,20.3
DGX,Healthcare,Diagnostics & Research,NYQ,20.27
DKS,Consumer Cyclical,Specialty Retail,NYQ,20.21
DLTR,Consumer Defensive,Discount Stores,NMS,20.2
OKLO,Utilities,Utilities - Regulated Electric,NYQ,20.08
CPAY,Technology,Software - Infrastructure,NYQ,20.08
TLK,Communication Services,Telecom Services,NYQ,19.92
KEY,Financial Services,Banks - Regional,NYQ,19.83
CASY,Consumer Cyclical,Specialty Retail,NMS,19.75
GFS,Technology,Semiconductors,NMS,19.6
BG,Consumer Defensive,Farm Products,NYQ,19.57
KEP,Utilities,Utilities - Regulated Electric,NYQ,19.54
GIB,Technology,Information Technology Services,NYQ,19.48
TRMB,Technology,Scientific & Technical Instruments,NMS,19.38
BEP,Utilities,Utilities - Renewable,NYQ,19.31
J,Industrials,Engineering & Construction,NYQ,19.08
NTNX,Technology,Software - Infrastructure,NMS,18.96
IT,Technology,Information Technology Services,NYQ,18.95
TS,Energy,Oil & Gas Equipment & Services,NYQ,18.93
UTHR,Healthcare,Drug Manufacturers - Specialty & Generic,NMS,18.93
UMC,Technology,Semiconductors,NYQ,18.93
RBA,Industrials,Specialty Business Services,NYQ,18.91
AVAV,Industrials,Aerospace & Defense,NMS,18.9
AMCR,Consumer Cyclical,Packaging & Containers,NYQ,18.79
EC,Energy,Oil & Gas Integrated,NYQ,18.79
IHG,Consumer Cyclical,Lodging,NYQ,18.79
APTV,Consumer Cyclical,Auto Parts,NYQ,18.77
FTAI,Industrials,Rental & Leasing Services,NMS,18.66
TLN,Utilities,Utilities - Independent Power Producers,NMS,18.63
THC,Healthcare,Medical Care Facilities,NYQ,18.59
BWXT,Industrials,Aerospace & Defense,NYQ,18.58
ZG,Communication Services,Internet Content & Information,NMS,18.52
Z,Communication Services,Internet Content & Information,NMS,18.52
PKG,Consumer Cyclical,Packaging & Containers,NYQ,18.43
GMAB,Healthcare,Biotechnology,NMS,18.4
PSKY,Communication Services,Entertainment,NMS,18.33
TSN,Consumer Defensive,Farm Products,NYQ,18.28
ESS,Real Estate,REIT - Residential,NYQ,18.28
KOF,Consumer Defensive,Beverages - Non-Alcoholic,NYQ,18.27
GPC,Consumer Cyclical,Auto Parts,NYQ,18.21
GDDY,Technology,Software - Infrastructure,NYQ,18.13
CTRA,Energy,Oil & Gas E&P,NYQ,17.97
PNR,Industrials,Specialty Industrial Machinery,NYQ,17.96
EVRG,Utilities,Utilities - Regulated Electric,NMS,17.94
MKC,Consumer Defensive,Packaged Foods,NYQ,17.94
SNA,Industrials,Tools & Accessories,NYQ,17.89
INCY,Healthcare,Biotechnology,NMS,17.82
PFG,Financial Services,Asset Management,NMS,17.74
LNT,Utilities,Utilities - Regulated Electric,NMS,17.73
INVH,Real Estate,REIT - Residential,NYQ,17.7
DOW,Basic Materials,Chemicals,NYQ,17.63
AS,Consumer Cyclical,Leisure,NYQ,17.61
ACM,Industrials,Engineering & Construction,NYQ,17.6
BBY,Consumer Cyclical,Specialty Retail,NYQ,17.49
LII,Industrials,Building Products & Equipment,NYQ,17.4
SGI,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NYQ,17.4
CRBG,Financial Services,Asset Management,NYQ,17.37
TWLO,Technology,Software - Infrastructure,NYQ,17.27
WY,Real Estate,REIT - Specialty,NYQ,17.24
FFIV,Technology,Software - Infrastructure,NMS,17.14
PKX,Basic Materials,Steel,NYQ,17.12
IREN,Financial Services,Capital Markets,NMS,17.11
WMG,Communication Services,Entertainment,NMS,17.11
MEDP,Healthcare,Diagnostics & Research,NMS,17.05
BCH,Financial Services,Banks - Regional,NYQ,17
ERIE,Financial Services,Insurance Brokers,NMS,16.98
BURL,Consumer Cyclical,Apparel Retail,NYQ,16.95
SBS,Utilities,Utilities - Regulated Water,NYQ,16.9
IFF,Basic Materials,Specialty Chemicals,NYQ,16.89
GEN,Technology,Software - Infrastructure,NMS,16.76
FTV,Technology,Scientific & Technical Instruments,NYQ,16.74
USFD,Consumer Defensive,Food Distribution,NYQ,16.73
CNC,Healthcare,Healthcare Plans,NYQ,16.73
MTZ,Industrials,Engineering & Construction,NYQ,16.72
NIO,Consumer Cyclical,Auto Manufacturers,NYQ,16.69
LUV,Industrials,Airlines,NYQ,16.65
TRU,Financial Services,Financial Data & Stock Exchanges,NYQ,16.62
GFL,Industrials,Waste Management,NYQ,16.56
HOLX,Healthcare,Medical Instruments & Supplies,NMS,16.47
LOGI,Technology,Computer Hardware,NMS,16.47
NVT,Industrials,Electrical Equipment & Parts,NYQ,16.45
DKNG,Consumer Cyclical,Gambling,NMS,16.38
CELH,Consumer Defensive,Beverages - Non-Alcoholic,NCM,16.33
YUMC,Consumer Cyclical,Restaurants,NYQ,16.22
SUI,Real Estate,REIT - Residential,NYQ,16.18
MAA,Real Estate,REIT - Residential,NYQ,16.08
ULS,Industrials,Specialty Business Services,NYQ,16.07
EXPD,Industrials,Integrated Freight & Logistics,NYQ,15.99
FMS,Healthcare,Medical Care Facilities,NYQ,15.99
FTI,Energy,Oil & Gas Equipment & Services,NYQ,15.97
WWD,Industrials,Aerospace & Defense,NMS,15.94
BIP,Utilities,Utilities - Diversified,NYQ,15.84
U,Technology,Software - Application,NYQ,15.76
RIVN,Consumer Cyclical,Auto Manufacturers,NMS,15.75
PFGC,Consumer Defensive,Food Distribution,NYQ,15.72
JBHT,Industrials,Integrated Freight & Logistics,NMS,15.72
GLXY,Financial Services,Capital Markets,NMS,15.72
BSY,Technology,Software - Application,NMS,15.71
ZBRA,Technology,Communication Equipment,NMS,15.7
OKTA,Technology,Software - Infrastructure,NMS,15.7
CRS,Industrials,Metal Fabrication,NYQ,15.65
WES,Energy,Oil & Gas Midstream,NYQ,15.64
SNN,Healthcare,Medical Devices,NYQ,15.58
FNF,Financial Services,Insurance - Specialty,NYQ,15.52
TEM,Healthcare,Health Information Services,NMS,15.5
NWS,Communication Services,Entertainment,NMS,15.47
NWSA,Communication Services,Entertainment,NMS,15.47
RGLD,Basic Materials,Gold,NMS,15.4
ILMN,Healthcare,Diagnostics & Research,NMS,15.39
KTOS,Industrials,Aerospace & Defense,NMS,15.39
TKO,Communication Services,Entertainment,NYQ,15.35
PAAS,Basic Materials,Gold,NYQ,15.35
LYB,Basic Materials,Specialty Chemicals,NYQ,15.31
OMC,Communication Services,Advertising Agencies,NYQ,15.25
ZTO,Industrials,Integrated Freight & Logistics,NYQ,15.22
RBRK,Technology,Software - Infrastructure,NYQ,15.2
DT,Technology,Software - Application,NYQ,15.17
KIM,Real Estate,REIT - Retail,NYQ,15.13
FN,Technology,Electronic Components,NYQ,15.08
JLL,Real Estate,Real Estate Services,NYQ,15.02
NXT,Technology,Solar,NMS,14.92
CHRW,Industrials,Integrated Freight & Logistics,NMS,14.89
KSPI,Technology,Software - Infrastructure,NMS,14.83
RTO,Industrials,Specialty Business Services,NYQ,14.81
XPO,Industrials,Trucking,NYQ,14.81
EMA,Utilities,Utilities - Regulated Electric,NYQ,14.8
WSO,Industrials,Industrial Distribution,NYQ,14.79
EQH,Financial Services,Asset Management,NYQ,14.64
EG,Financial Services,Insurance - Reinsurance,NYQ,14.64
WPC,Real Estate,REIT - Diversified,NYQ,14.63
COO,Healthcare,Medical Instruments & Supplies,NMS,14.61
CHWY,Consumer Cyclical,Internet Retail,NYQ,14.56
RS,Basic Materials,Steel,NYQ,14.52
KLAR,Technology,Software - Infrastructure,NYQ,14.51
CSL,Industrials,Building Products & Equipment,NYQ,14.49
APG,Industrials,Engineering & Construction,NYQ,14.46
ALLE,Industrials,Security & Protection Services,NYQ,14.39
DOCU,Technology,Software - Application,NMS,14.38
JOBY,Industrials,Airports & Air Services,NYQ,14.37
SMMT,Healthcare,Biotechnology,NGM,14.35
TXT,Industrials,Aerospace & Defense,NYQ,14.31
DUOL,Technology,Software - Application,NMS,14.3
RPM,Basic Materials,Specialty Chemicals,NYQ,14.3
NBIX,Healthcare,Drug Manufacturers - Specialty & Generic,NMS,14.28
MAS,Industrials,Building Products & Equipment,NYQ,14.27
NLY,Real Estate,REIT - Mortgage,NYQ,14.27
H,Consumer Cyclical,Lodging,NYQ,14.21
ROKU,Communication Services,Entertainment,NMS,14.19
ARCC,Financial Services,Asset Management,NMS,14.16
AVY,Consumer Cyclical,Packaging & Containers,NYQ,14.16
EWBC,Financial Services,Banks - Regional,NMS,14.13
CLX,Consumer Defensive,Household & Personal Products,NYQ,14.11
CIB,Financial Services,Banks - Regional,NYQ,14.11
BNT,Financial Services,Insurance - Diversified,NYQ,14.1
AMH,Real Estate,REIT - Residential,NYQ,14.09
BMNR,Financial Services,Capital Markets,ASE,14.09
JBS,Consumer Defensive,Packaged Foods,NYQ,14.07
RYAN,Financial Services,Insurance - Specialty,NYQ,14.05
DPZ,Consumer Cyclical,Restaurants,NMS,14.02
CF,Basic Materials,Agricultural Inputs,NYQ,14.01
HLI,Financial Services,Capital Markets,NYQ,13.99
ENTG,Technology,Semiconductor Equipment & Materials,NMS,13.86
ITT,Industrials,Specialty Industrial Machinery,NYQ,13.76
BLDR,Industrials,Building Products & Equipment,NYQ,13.71
UDR,Real Estate,REIT - Residential,NYQ,13.68
GGG,Industrials,Specialty Industrial Machinery,NYQ,13.66
YMM,Technology,Software - Application,NYQ,13.64
SN,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NYQ,13.64
ONON,Consumer Cyclical,Footwear & Accessories,NYQ,13.62
ICLR,Healthcare,Diagnostics & Research,NMS,13.6
CX,Basic Materials,Building Materials,NYQ,13.58
BALL,Consumer Cyclical,Packaging & Containers,NYQ,13.56
LTM,Industrials,Airlines,NYQ,13.54
CNH,Industrials,Farm & Heavy Construction Machinery,NYQ,13.48
SNAP,Communication Services,Internet Content & Information,NYQ,13.43
UHS,Healthcare,Medical Care Facilities,NYQ,13.41
LECO,Industrials,Tools & Accessories,NMS,13.34
BSAC,Financial Services,Banks - Regional,NYQ,13.33
TOL,Consumer Cyclical,Residential Construction,NYQ,13.29
AGI,Basic Materials,Gold,NYQ,13.28
REG,Real Estate,REIT - Retail,NMS,13.27
NDSN,Industrials,Specialty Industrial Machinery,NMS,13.25
ARE,Real Estate,REIT - Office,NYQ,13.22
WF,Financial Services,Banks - Regional,NYQ,13.22
CLH,Industrials,Waste Management,NYQ,13.16
BXP,Real Estate,REIT - Office,NYQ,13.12
HRL,Consumer Defensive,Packaged Foods,NYQ,13.11
WYNN,Consumer Cyclical,Resorts & Casinos,NMS,13.06
DOC,Real Estate,REIT - Healthcare Facilities,NYQ,13.04
MGA,Consumer Cyclical,Auto Parts,NYQ,13.03
RBC,Industrials,Tools & Accessories,NYQ,13.01
UNM,Financial Services,Insurance - Life,NYQ,12.96
JHX,Basic Materials,Building Materials,NYQ,12.94
CACI,Technology,Information Technology Services,NYQ,12.93
DECK,Consumer Cyclical,Footwear & Accessories,NYQ,12.9
ALLY,Financial Services,Credit Services,NYQ,12.87
STN,Industrials,Engineering & Construction,NYQ,12.79
BLD,Industrials,Engineering & Construction,NYQ,12.72
LITE,Technology,Communication Equipment,NMS,12.71
EHC,Healthcare,Medical Care Facilities,NYQ,12.7
GLPI,Real Estate,REIT - Specialty,NMS,12.68
IEX,Industrials,Specialty Industrial Machinery,NYQ,12.64
SNX,Technology,Electronics & Computer Distribution,NYQ,12.62
RGTI,Technology,Computer Hardware,NCM,12.59
MP,Basic Materials,Other Industrial Metals & Mining,NYQ,12.54
DOCS,Healthcare,Health Information Services,NYQ,12.52
RGA,Financial Services,Insurance - Reinsurance,NYQ,12.52
EVR,Financial Services,Capital Markets,NYQ,12.51
ROIV,Healthcare,Biotechnology,NMS,12.44
SAIL,Technology,Software - Infrastructure,NMS,12.44
ALB,Basic Materials,Specialty Chemicals,NYQ,12.43
QXO,Industrials,Industrial Distribution,NYQ,12.39
SOLV,Healthcare,Medical Instruments & Supplies,NYQ,12.39
ELS,Real Estate,REIT - Residential,NYQ,12.33
ATI,Industrials,Metal Fabrication,NYQ,12.3
CNA,Financial Services,Insurance - Property & Casualty,NYQ,12.29
OHI,Real Estate,REIT - Healthcare Facilities,NYQ,12.28
EXAS,Healthcare,Diagnostics & Research,NCM,12.24
ASND,Healthcare,Biotechnology,NMS,12.23
RDY,Healthcare,Drug Manufacturers - Specialty & Generic,NYQ,12.18
SQM,Basic Materials,Specialty Chemicals,NYQ,12.18
LAMR,Real Estate,REIT - Specialty,NMS,12.17
VNOM,Energy,Oil & Gas Midstream,NMS,12.15
BILI,Communication Services,Internet Content & Information,NMS,12.11
BJ,Consumer Defensive,Discount Stores,NYQ,12.09
VTRS,Healthcare,Drug Manufacturers - Specialty & Generic,NMS,12.07
SF,Financial Services,Capital Markets,NYQ,12.05
CDE,Basic Materials,Gold,NYQ,11.99
HTHT,Consumer Cyclical,Lodging,NMS,11.94
BEN,Financial Services,Asset Management,NYQ,11.86
BAX,Healthcare,Medical Instruments & Supplies,NYQ,11.82
PAA,Energy,Oil & Gas Midstream,NMS,11.79
ERJ,Industrials,Aerospace & Defense,NYQ,11.77
HII,Industrials,Aerospace & Defense,NYQ,11.77
MANH,Technology,Software - Application,NMS,11.74
JEF,Financial Services,Capital Markets,NYQ,11.72
AEG,Financial Services,Insurance - Diversified,NYQ,11.72
TXRH,Consumer Cyclical,Restaurants,NMS,11.66
STRL,Industrials,Engineering & Construction,NMS,11.64
WTRG,Utilities,Utilities - Regulated Water,NYQ,11.56
CCK,Consumer Cyclical,Packaging & Containers,NYQ,11.5
HST,Real Estate,REIT - Hotel & Motel,NMS,11.48
RVTY,Healthcare,Diagnostics & Research,NYQ,11.48
RNR,Financial Services,Insurance - Reinsurance,NYQ,11.46
SCI,Consumer Cyclical,Personal Services,NYQ,11.45
MLI,Industrials,Metal Fabrication,NYQ,11.43
RMBS,Technology,Semiconductors,NMS,11.34
JKHY,Technology,Information Technology Services,NMS,11.32
IONS,Healthcare,Biotechnology,NMS,11.29
AYI,Industrials,Electrical Equipment & Parts,NYQ,11.29
SUZ,Basic Materials,Paper & Paper Products,NYQ,11.27
PCOR,Technology,Software - Application,NYQ,11.26
GNRC,Industrials,Specialty Industrial Machinery,NYQ,11.26
PEGA,Technology,Software - Application,NMS,11.25
HMY,Basic Materials,Gold,NYQ,11.23
CPT,Real Estate,REIT - Residential,NYQ,11.23
PAYC,Technology,Software - Application,NYQ,11.22
QBTS,Technology,Computer Hardware,NYQ,11.17
WMS,Industrials,Building Products & Equipment,NYQ,11.15
KRMN,Industrials,Aerospace & Defense,NYQ,11.13
BAH,Industrials,Consulting Services,NYQ,11.09
COKE,Consumer Defensive,Beverages - Non-Alcoholic,NMS,11.09
CR,Industrials,Specialty Industrial Machinery,NYQ,11.04
AFG,Financial Services,Insurance - Property & Casualty,NYQ,11.03
HIMS,Healthcare,Drug Manufacturers - Specialty & Generic,NYQ,11.03
PNW,Utilities,Utilities - Regulated Electric,NYQ,11
YPF,Energy,Oil & Gas Integrated,NYQ,11
SWKS,Technology,Semiconductors,NMS,10.99
WCC,Industrials,Industrial Distribution,NYQ,10.98
POOL,Industrials,Industrial Distribution,NMS,10.96
ELAN,Healthcare,Drug Manufacturers - Specialty & Generic,NYQ,10.95
MBLY,Consumer Cyclical,Auto Parts,NMS,10.94
AGNC,Real Estate,REIT - Mortgage,NMS,10.94
PAC,Industrials,Airports & Air Services,NYQ,10.91
SJM,Consumer Defensive,Packaged Foods,NYQ,10.9
TIMB,Communication Services,Telecom Services,NYQ,10.89
PAG,Consumer Cyclical,Auto & Truck Dealerships,NYQ,10.88
SWK,Industrials,Tools & Accessories,NYQ,10.87
DAY,Technology,Software - Application,NYQ,10.82
GL,Financial Services,Insurance - Life,NYQ,10.82
CNM,Industrials,Industrial Distribution,NYQ,10.79
DRS,Industrials,Aerospace & Defense,NMS,10.78
W,Consumer Cyclical,Internet Retail,NYQ,10.77
AKAM,Technology,Software - Infrastructure,NMS,10.76
HAS,Consumer Cyclical,Leisure,NMS,10.76
ENSG,Healthcare,Medical Care Facilities,NMS,10.74
DTM,Energy,Oil & Gas Midstream,NYQ,10.73
QGEN,Healthcare,Diagnostics & Research,NYQ,10.69
AIZ,Financial Services,Insurance - Property & Casualty,NYQ,10.69
FDS,Financial Services,Financial Data & Stock Exchanges,NYQ,10.69
OC,Industrials,Building Products & Equipment,NYQ,10.68
NCLH,Consumer Cyclical,Travel Services,NYQ,10.68
PR,Energy,Oil & Gas E&P,NYQ,10.51
ARMK,Industrials,Specialty Business Services,NYQ,10.51
AVTR,Healthcare,Medical Instruments & Supplies,NYQ,10.5
MTSI,Technology,Semiconductors,NMS,10.49
BMRN,Healthcare,Biotechnology,NMS,10.46
FHN,Financial Services,Banks - Regional,NYQ,10.44
GME,Consumer Cyclical,Specialty Retail,NYQ,10.44
MRNA,Healthcare,Biotechnology,NMS,10.44
EXEL,Healthcare,Biotechnology,NMS,10.42
SFM,Consumer Defensive,Grocery Stores,NMS,10.38
BBIO,Healthcare,Biotechnology,NMS,10.37
AES,Utilities,Utilities - Diversified,NYQ,10.36
CART,Consumer Cyclical,Internet Retail,NMS,10.31
TECH,Healthcare,Biotechnology,NMS,10.26
IVZ,Financial Services,Asset Management,NYQ,10.26
BZ,Communication Services,Internet Content & Information,NMS,10.25
ACI,Consumer Defensive,Grocery Stores,NYQ,10.24
NVMI,Technology,Semiconductor Equipment & Materials,NMS,10.23
AA,Basic Materials,Aluminum,NYQ,10.21
DINO,Energy,Oil & Gas Refining & Marketing,NYQ,10.2
MNDY,Technology,Software - Application,NMS,10.18
RVMD,Healthcare,Biotechnology,NMS,10.18
